Title; ISSN; Language; Country; Subject; Observation;
'null'; '2182-6951'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2182-7796'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2183-1297'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2183-3184'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2183-8194'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2184-3279'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2184-7304'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2184-8033'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2185-0984'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2186-4614'; 'null'; 'null'; 'null'; 'Registro inexistente';
'null'; '2190-4707'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2192-908X'; 'null'; 'null'; 'null'; 'Registro inexistente';
'null'; '2194-5212'; 'null'; 'null'; 'null'; 'Registro inexistente';
'null'; '2198-1957'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2203-4382'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2220-8488'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2221-0989'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2221-0997'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2221-352X'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2222-9736'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2229-3493'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2230-9926'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2234-2184'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2236-0541'; 'null'; 'null'; 'null'; 'Registro inexistente';
'null'; '2238-5702'; 'null'; 'null'; 'null'; 'Registro inexistente';
'null'; '2240-7995'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2241-0998'; 'null'; 'null'; 'null'; 'Registro inexistente';
'null'; '2249-0868'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2250-5768'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2250-7167'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2250-7558'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2250-8489'; 'null'; 'null'; 'null'; 'Registro inexistente';
'null'; '2254-4455'; 'null'; 'null'; 'null'; 'Registro inexistente';
'null'; '2266-1536'; 'null'; 'null'; 'null'; 'Registro inexistente';
'null'; '2269-6442'; 'null'; 'null'; 'null'; 'Registro inexistente';
'null'; '2277-4092'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2279-7629'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2279-9028'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2284-3493'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2289-2842'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2296-6862'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2301-3664'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2304-9693'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2307-924X'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2311-8172'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2314-3576'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2315-028X'; 'null'; 'null'; 'null'; 'Registro inexistente';
'null'; '2316-4833'; 'null'; 'null'; 'null'; 'Registro inexistente';
'null'; '2316-5442'; 'null'; 'null'; 'null'; 'Registro inexistente';
'null'; '2319-1805'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2320-0059'; 'null'; 'null'; 'null'; 'Registro inexistente';
'null'; '2320-0847'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2320-9356'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2324-7940'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2325-1085'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2325-4394'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2325-6206'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
